"","gene_hgnc","gene","logFC","logCPM","F","PValue","FDR","rank"
"9315","RPS6","RPS6",0.059732416081973,11.679739944058,1.41851566376929,0.236926286625305,0.822932140772586,0.625386752265869
"10462","SPTLC1","SPTLC1",0.0740282343112858,5.87476891220338,1.41975018791245,0.236724015117964,0.822932140772586,0.625757681639295
"798","ATG4B","ATG4B",0.0795291311403214,5.74167977063147,1.42002727236304,0.236678645167864,0.822932140772586,0.625840925442874
"5655","LOC100505696","LOC100505696",0.121784269137755,4.39567961614308,1.42042829499836,0.236613000430029,0.822932140772586,0.625961397240151
"8087","PLEKHF2","PLEKHF2",0.107266162012657,6.50033588590867,1.42175881567793,0.236395363164159,0.822932140772586,0.626361046284727
"3606","FDPSP2","FDPSL2A",0.17344485651265,2.92306289442904,1.44287115334729,0.23620048275427,0.822932140772586,0.626719219096335
"8602","PTP4A2","PTP4A2",0.0661927303213937,8.77313112438156,1.42337023563897,0.236132107418587,0.822932140772586,0.626844956899783
"6075","LSM14A","LSM14A",0.0558773435401404,7.88152377247413,1.42411277991083,0.236010920007232,0.822932140772586,0.627067902160547
"10022","SLC66A1","PQLC2",0.205220210177658,2.67849961292885,2.53937567011864,0.235949646423208,0.822932140772586,0.627180669122324
"8333","PPP1R3B","PPP1R3B",0.132885196479943,4.3659992597847,1.42489800883653,0.235882849272632,0.822932140772586,0.627303634939051
"10242","SNORD35B","SNORD35B",0.214394713145779,2.45929448049756,2.22308632312618,0.235816580080824,0.822932140772586,0.627425663259293
"3194","EPB41L4A-AS1","EPB41L4A-AS1",0.0971337671742906,5.76620992655079,1.42603103981677,0.235698202385466,0.822932140772586,0.627643729724508
"7577","OVGP1","OVGP1",0.20221801016642,2.6414511860006,1.48209340886332,0.235569717982464,0.822932140772586,0.627880537986668
"11360","TNRC6A","TNRC6A",0.106392591233521,5.64353249279343,1.42686769997514,0.235561968075675,0.822932140772586,0.627894825888984
"9916","SLC27A1","SLC27A1",0.20071600558483,2.66733762493324,1.70789596659499,0.235543999452523,0.822932140772586,0.627927955054921
"409","AMPD3","AMPD3",0.137752204141644,4.31566234082812,1.42929240629896,0.235167695853635,0.822932140772586,0.628622335980494
"7381","NSUN2","NSUN2",0.0840206980476757,5.66095404650309,1.43015913748799,0.235026956463585,0.822932140772586,0.62888232337937
"3088","EIF4G1","EIF4G1",0.0774966203627043,6.1614695715264,1.43172458235744,0.234773021994585,0.822932140772586,0.629351809775489
"486","ANKZF1","ANKZF1",0.0964246932597686,5.93805465589653,1.43222810189315,0.234691416441651,0.822932140772586,0.629502793913103
